,content,sentiment,Proc_Tweet
188,have all these qualities modi and more strong leadership,1.0,quality mode strong leadership
189,study reveals modi engaged sachin tendulkar and amitabh bachchan twitter increase visiblity ,0.0,study reveals mode engage machine tendulkar amitabh bachchan twitter increase visibility
190,our narendra modi ordered indian air force take action within days pulbama attack after permission what were done indian air force see here ,1.0,narendra mode order indian air force take action within day pulbama attack permission do indian air force see
191,man bharun aal also without modi ,0.0,man barn also without mode
192,song ,0.0,song
193,chowkidhar only for rich men did you see any chowkidhar gaurding poor house but you can find chowkidhar nirav modi house lalit modi house mallaya house,-1.0,chowkidhar rich men see chowkidhar guard poor house find chowkidhar nina mode house last mode house allay house
194,for rafale landmodi needed contract will scrapped and awa see euro,0.0,rattle landmodi need contract scrap away see neuro
195,trying prove your loyalty modi seems indian muslims have been trying that well don’ seem make any difference though still getting beaten their own homes and asked pakistan keep trying though may get lucky ,1.0,try prove loyalty mode seem indian muslin try well seem make difference though still get beat home ask parisian keep try though may get lucky
196,modi urges noted personalities spread voter awareness ,0.0,mode urge note personality spread voter awareness
197,only rahul gandhis politics love can defeat the modi politics hate its time vote for love over hate ,-1.0,paul gandhi politics love defeat mode politics hate time vote love hate
198,"youth will vote for modi all friends are youths
all will vote for modi",0.0,youth vote mode friends youthsall vote mode
199,travesty modi’ crook facts can’ suppressedreality comes out speak for itself ,0.0,brave mode cook facts suppressedreality come speak
200,final days modi government adani project jharkhand becomes indias first power sector sez via ,1.0,final day mode government project jharkhand becomes indians first power sector sez via
201,reason for demonetization primarily detection black money stoppage terrorism after failure changed reason digital india even that failed too now curious see what modijaitley cooks after failure merger decision ,-1.0,reason demonetization primarily detection black money stoppage terrorist failure change reason digital india even fail curious see modijaitley cook failure merger decision
202,modi for behtar life crooks ,0.0,mode well life brook
203,can promise what can delivered epf pension universal health care nationalisation primary education drinking water comprehensive panindia solid waste management policy please dont tell what modi didnt tell what you can ,1.0,promise deliver epi pension universal health care nationalisation primary education drinking water comprehensive panindia solid waste management policy please dont tell mode tell
204,prior modi govt took over poor people didnt access toilet crores women used cook lighting wood crore poor were left out banking sector18000 villages didnt electricity modi govt changed all this crores poor including muslims have benefitted,-1.0,prior mode get take poor people less toilet cross woman use cook light wood core poor leave banking sector1800 village electricity mode get change cross poor include muslin benefit
205,years ago our beloved took oath take all the corrupted ministers and make india great guess what just did now all the anti indians are jealous and scared because going reelected soon modi will always win the best,1.0,year ago beloved take oath take corrupt minister make india great guess anti indians jealous scar go reflect soon mode always win best
