content,sentiment
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
has someone contacted jelpi about the issue rn? unhappy ,-1
arisun at town hall has pretty terrible service and rude staff. we only went there because ICG's fryer was broken unhappy ,-1
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
Powerpoint'te mi hazirladiniz post'u unhappy ,-1
Yeah! My sight reading was pretty good in high school,-1
 but I'm a bit rusty now! unhappy  ,-1
only pure evil people unhappy ,-1
poor baby unhappy  I hate people ,-1
what a great thing to be sad about unhappy ,-1
so my hair iand suandlight versus ando light but I waandt to chaandge it and I duandando if I waandt to go darker or bloandder sad  please help (po ,-1
Hi Ashish! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate.. cont1,-1
Kante why do broke girls love exposing broke niggars so much? Where's the team spirit? unhappy ,-1
But i want unhappy  that looks so yummy hehehe.,-1
Don't think I'm pretty enough unhappy ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
did some warm up sketches of some of my faves,-1
  i was going to add bazza,-1
 but i can't,-1
i just want to wish marissa a happy birthday but she keeps ignoring me sad ,-1
what's wrong with you why don't you like animals unhappy ,-1
Someone build house on (4) i cant do it unhappy  cant believe this hasn't already been done????,-1
tulips are my favorite unhappy  ,-1
Omg I'm sad to say that I actually don't remember this! unhappy  when did this happen??,-1
crying  We're getting VM soon wooo,-1
unhappy  my 4c struggle is not valid?,-1
77 ? Old Leyland,-1
 love it unhappy ,-1
only pure evil people unhappy ,-1
sounds family ,-1
this is jimin to yoongi unhappy  ,-1
Chin up Leo crying  ,-1
slight buzy kasi besh unhappy  ,-1
Rip tes 100k experience  crying ,-1
please reading this breaks my heart unhappy ,-1
mager unhappy ,-1
penge damit unhappy ,-1
this is jimin to yoongi unhappy  ,-1
Bapak Tom Cruise. ,-1
I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,-1
I just watched this kid from produce 101 who performed Chewing Gum omoo poor kid bless his soul unhappy ,-1
Definitely my arms unhappy  ,-1
My moms leaving today to go out of town and I already miss her unhappy ,-1
I can't do it all on my own. (See what I did there? ) ,-1
When your online crush comes to the meet-up without their Snapchat filter unhappy  ,-1
and i would never forget about you!! ,-1
fuckin' headache everyday unhappy ,-1
Jyoust hyoug me,-1
 hyoug me longer than 10 secs. Hyoug me even when i don%27t want you to unhappy ,-1
the saddest part of my day everyday is when ryan has to leave at 5:30 am unhappy ,-1
What did he say I'm at work unhappy  totally made my day though,-1
jimin doesnt follow me yet unhappy ,-1
I DON'T KNOW WHERE I WAS AT THIS TIME BUT I HAVE RETWEETED NOW AND I'VE BEEN WAITING THE DM FOR A LONG TIME unhappy ,-1
need moodbooster juseyo unhappy  ,-1
i miss you too unhappy ,-1
Wth why did 4/20 have to happen during the Easter holidays it's one of the best days in Leeds unhappy ,-1
hakyeon turns 27 soon oh my god no he's still a baby unhappy ,-1
It's gray outside today unhappy ,-1
I ordered car yesterday,-1
 dealer said loads of cars were returning due to disabled losing them sad ,-1
Gotta keep trying before i have to quit to work unhappy  pick me please! give ,-1
Definitely my arms unhappy  ,-1
I literally couldn't see a thing when they were at the back of the stage,-1
 the girl in front of me was ,-1
Definitely my arms unhappy  ,-1
getting up this morning was a hassle unhappy ,-1
My mom knows the struggle of this drystreak I'm on unhappy  ,-1
Haven't played FM in a long time. I really should. unhappy ,-1
Someone messed up unhappy  Available**,-1
I miss my baby unhappy ,-1
Yesterday's faci so cute! But he 30+ :(Today's faci is old eeyer,-1
yes jenniessi? ,-1
SO PRECIOUS I REALLY MISS HIM unhappy   ,-1
Louis_Tomlinson follow me please? unhappy ,-1
I WAITED FOR U unhappy ,-1
That makes me sad. unhappy  I wasn't friends with her like you,-1
 but I liked seeing her posts and love her wri ,-1
I WAITED FOR YOU unhappy  ,-1
U4v9rr I wish I had noted the gentleman's name unhappy  but if you find out who he is,-1
 please do commend him. H ,-1
I do it for 5/6 times a week leh sad  and yes closing is damn fuck opening so much better,-1
no one is selling vhope banners what?  sad ,-1
All my irls are coming at me because I meet the boys too much and I don't deserve any of it unhappy ,-1
you might set the whole place on fire.  ,-1
i'll try sad and yes i am unhappy ,-1
Goodmorning!! My Parents are taking kids for lunch today- they are off school-Report Card! I'm wor ,-1
yeah sad ,-1
Streaming later in the day (night stream) since i have to go and take care of the internet contract,-1
 sorry guys unhappy ,-1
True unhappy ,-1
help me too unhappy  as an early birthday gift huhu,-1
Definitely my arms unhappy  ,-1
Just please look at how scared and full of tence lauren's face is after tryin reaching camila's hand,-1
 baby unhappy  (bett,-1
aww eunji didnt see win today sad  but congratulations to winner !!!!,-1
You can have mine and I'll take the iPhone. I'm switching back when my contract is up... in a year and a half unhappy ,-1
i know.. i really want his ranks to rise a lot during tmr's episode but seeing how many tweet about him.. unhappy ,-1
 Hitches Ride For Final unhappy  ,-1
White genocide is not a thing. Its figment of your imagination. Youre a victim of nothing but disinformation. ,-1
one direction (band)  whats going on unhappy ,-1
Too bad i can't watch it unhappy  that cake is cute and looks delicious,-1
Definitely my arms unhappy  ,-1
give me my own AHN MINHYUK juseyoooo unhappy ,-1
sorry unhappy  i just need sex for the time being,-1
Definitely my arms unhappy  ,-1
wants to say HI to you.,-1
this is jimin to yoongi unhappy  ,-1
It seems they cost abut 40k a year? I'm paying half that for my full education and don't get treat ,-1
Definitely my arms unhappy  ,-1
come to Miami sad  ,-1
TW: S AssaultActually horrified how many friends of mine women I talk to have been sexually assaulted in past. Just found out another unhappy ,-1
my heart unhappy  ,-1
soph please don%27t win again unhappy   jk.. good luck i think you will draw a good poster,-1
sad  I don't,-1
 unfortunately,-1
i really feel for that lamp unhappy ,-1
sadly I'm not unhappy ,-1
last kiss unhappy  ,-1
WHY ARE YOU WHIMPER AT ME? ,-1
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
Been streaminuteg for 45 minute not understanding a thing and still.. unhappy ,-1
Why is it so difficult for me to get at least a chance unhappy ,-1
for some reason last.fm unlinks from spotify and i miss like a month of scrobbles before i notice unhappy ,-1
only take season 9 off ,-1
Definitely my arms unhappy  ,-1
Definitely my arms unhappy  ,-1
All of the park areas in Paris are marked as green on Google maps,-1
 but in reality they're just patches of dusty dirt unhappy ,-1
ill be at work just a second come on unhappy ,-1
and he's still taking over a quarter of the billboard charts while x is,-1
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy ,-1
CAN SOMEONE PLS GIFT ME XAYAH USING PI PLSSSS? unhappy ,-1
instant message still bored unhappy ,-1
this is jimin to yoongi unhappy  ,-1
My heart hurts. sad  I hate people ,-1
can just see the edge creeping in unhappy  ,-1
Its not organicthey'll shoehorn it inbut plot  character developmentMCU netflix has lesWhat support ,-1
I suddenly miss you ate unhappy ,-1
Biggest problem for paper books is storage unhappy ,-1
i havent been this early to school since last semester unhappy ,-1
Pierces like a bitch unhappy ,-1
I think that's one of the hottest part of your body  ,-1
wow this is amazing but i won't be in the country unhappy  ,-1
Definitely my arms unhappy  ,-1
i want harry's phonecase sad ,-1
Work at 7 this morning unhappy ,-1
jungkook looks like he gives the biggest and warmest hugs unhappy  ,-1
Ah Baba no idea tori olorun. May I never be a victim of such case ,-1
PSA: REMEMBER THIS WHEN YOU ASK ARTISTS TO DRAW FOR YOU. I'd say the same thing for writers but apparently commissi ,-1
I want to give him everything that makes him happy just to see this smile unhappy ,-1
I miss Jamie boy and we're both sick unhappy ,-1
what if the one direction (band)  itself is the one who's giving up? unhappy  ,-1
damn ify ate unhappy ,-1
Whaaattt ,-1
don't rt to save a guy's life ,-1
Nooo your hair color is pretty ,-1
Koalas are dying of thirst  and it's all because of us unhappy  ,-1
Definitely my arms unhappy  ,-1
where's justin i miss him unhappy ,-1
Someone should bring me breakfast to work unhappy ,-1
Thats grim unhappy ,-1
oh noooo baby unhappy ,-1
I'm so tired unhappy ,-1
I miss you Levi unhappy ,-1
i left my headphones at home unhappy  kms,-1
I wish I was meeting OA again unhappy ,-1
A year ago today is the last time Sakho played for us unhappy ,-1
they would have sustained their fame if they did unhappy ,-1
I miss him unhappy  ,-1
ich will ned unhappy ,-1
When your online crush comes to the meet-up without their Snapchat filter unhappy  ,-1
This is by far my worst day of 2017 since January 8th unhappy  crying  crying .,-1
Note to self: Dont get to attached crying ,-1
Mine hasn't been sending stuff unhappy ,-1
Definitely my arms unhappy  ,-1
Roc Boyz sad  ,-1
i love you but I can%27t be arsed i don%27t know why people keep saying it unhappy ,-1
No Celtics or Bruins today unhappy  At least Sale is pitching for the Sox,-1
I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. unhappy ,-1
Nooo your hair color is pretty ,-1
Aseek ,-1
Bantay? unhappy ,-1
Trying to get in touch with but their numbers appear to be down! unhappy ,-1
Need your help guys crying  ,-1
A fish killer going to be pressed younhappy  I the hoe of today you were a  GOOD person ,-1
I need lessons to learn how to start conversations with people and keep chatting with them unhappy ,-1
 Who hacked me unhappy ,-1
Damn you both,-1
 I won't be on till later! unhappy ,-1
Lets hope a VIP does this good deed. I want to watch this too . They shouldn't have done thi ,-1
sometimes at night i feel scared and vulnerable crying ,-1
If you really want to dye it don't go lighter ,-1
how come i didn't get a reminder email this month unhappy ,-1
wowwow these are all so cute unhappy  i wantt ,-1
 [PLEASE RT] he'll buy me a blinking taehyung headband,-1
 if i get 900 retweets and 900 likes. help me :(un,-1
younhappy  I'll keep it jyoust for you,-1
Damn it isn't available here unhappy  ,-1
it's $10 but also free postage. i wish the seller had yanan and yeo one too. unhappy ,-1
Don kray denial of normal bi say ,-1
Same unhappy  I've unfollowed so many people ugh,-1
 it's such a negative pit of unhappiness,-1
its ending soon aah unhappy ,-1
Definitely my arms unhappy  ,-1
this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1
Faltan Russel  why Noodle unhappy ,-1
yeah i am unhappy  thank you so much my angel ,-1
i miss jihoon sad ,-1
We lost: at Jacksonville,-1
 2010 Week 11,-1
 24-20 unhappy ,-1
i hope this little beaand is andot overworkiandg himself and gettiandg at least some rest unhappy  ,-1
Guess who's not getting a unicorn frappuccino because they're sold out unhappy ,-1
what if the one direction (band)  itself is the one who's giving up? unhappy  ,-1
come back callie  gabbie d ghost unhappy  i love you both,-1
unhappy  oh man..,-1
it kind of feels like a sunburight now right now sad  someone please make the nobby things on glasses not slip,-1
Guess who's not getting a unicorn frappuccino because they're sold out unhappy ,-1
Would really like it if the coandsole versioands and got the update to makr it like the Steam versioand. =(,-1
Hi! We tried to call your number but got no response unhappy  Please share another suitable time and an alternate number.. cont1,-1
