,content,sentiment,Proc_Tweet
349,I should do aegyo because I lost unhappy  ,-1,I ago I lose unhappy
350,Also please send prayers and sympathy because my favorite ball dress doesn't fit my boobs crying  ,-1,also please send prayer sympathy favorite ball dress fit boot cry
351,I miss snsd. I miss my girls unhappy ,-1,I miss I miss girl unhappy
352,Being a parent is very challenging. If we cannot control ourselves we'll give the worst output to the children In other word,-1,parent challenge control give bad output child word
353, Ngomel crying ,-1,novel cry
354,Jonny you and your poor legs make me so sad unhappy  hope you're okay,-1,jenny poor leg make sad unhappy hope okay
355,Hope he's ok,-1,hope ok
356, poor mouse unhappy ,-1,poor mouse unhappy
357,no its okay she survived : ,-1,okay survive
358,Yeah! My sight reading was pretty good in high school,-1,yeah sight read pretty good high school
359, but I'm a bit rusty now! unhappy  ,-1,I bite rusty unhappy
360,Me to self: don't buy that.Also me: but I'm a furry unhappy  ,-1,self buy also I furry unhappy
361,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
362,i love youu so much unhappy  thank you,-1,I love much unhappy thank
363, and have fun ,-1,fun
364,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
365,so upsetting the abuse these kids get unhappy   3 ,-1,upsetting abuse kiss get unhappy 3
366,Oo crying  // Happy3YearsBraceUnited,-1,oo cry happy3yearsbraceunited
367,exactly same in was thinking.. unhappy  ,-1,exactly think unhappy
368,I'm scared unhappy  I mean. Why the heck did I decide to do laundry at 7:30 pm? What is wrong with me. Did I mention how dark it is. FML,-1,I scar unhappy I mean neck I decide sundry 7 30 pm wrong I mention dark
369,Sunnyside as well unhappy ,-1,sunnyside well unhappy
370,y'all want me to choke what'd I do? unhappy   ( ,-1,want choke would I unhappy
371,They have a whole Japan tour ahead of them.. One that will be quite brutal on their already tired bodies. Boys unhappy ,-1,whole japan tour ahead one quite brutal already tired body boys unhappy
372, ahhh I'd be well chuffed,-1,ah I would well chaff
373, didn't even get an easter egg this year! unhappy  xx,-1,even get easter egg year unhappy xx
374,Can someone buy me a tasbih pls? I don't have one unhappy ,-1,someone buy tasbih pu I one unhappy
375,clay and hannah   - they were so in love they deserved to be endgame unhappy  ,-1,clay hannah love deserve engage unhappy
376,please talk to me about nct instant message lonely i need to fangirl once in a while okay crying ,-1,please talk instant message lonely I need fangirl okay cry
377,this is so sad what the fuck unhappy ,-1,sad fuck unhappy
378,Please follow me . I have been trying to get your follow for a long time unhappy  . ,-1,please follow I try get follow long time unhappy
379,I really enjoyed horrizion zero dawn but no idea what to play next unhappy ,-1,I really enjoy horizon zero dawn idea play next unhappy
380,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
381,No more good conversations here unhappy ,-1,good conversation unhappy
382,Annoyingly the spaces in the variable width version of the C64 font that's available on the internet are wi ,-1,annoy space variable width version font available internet I
383,i don't like their songs after debyout younhappy  so i can syouggest yoyou jyoust one song i really love,-1,I like song devout unhappy I suggest one song I really love
384, it's Adore you  ,-1,adore
385,Jackson unhappy  then Youngjae silence  aww,-1,jackson unhappy youngjae silence www
386,trop retard sad ,-1,trop retard sad
387,i'd rather be sailor uranus but chibiusa but if thats everyone says i am unhappy  rip,-1,I would rather sailor rank chibiusa everyone say I unhappy rip
388,And you're right about McConnell as well. Unfortunately,-1,right cornell well unfortunately
389, we seem to have sold our government some time ago. unhappy ,-1,seem sell government time ago unhappy
390,I wish my dogs knew how much I hyped them up on snap chat unhappy ,-1,I wish dog know much I hop snap chat unhappy
391,some people  you intensionly  they don%27t even they please someone unhappy  ,-1,people intensionly even please someone unhappy
392,Very sad unhappy ,-1,sad unhappy
393,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
394,The most painful goodbyes are the onesthat are never said and never explained crying  unhappy  :/,-1,painful goodby onesthat never say never explain cry unhappy
395,I miss BMF sad ,-1,I miss sad
396,you're got to disappear half way too? unhappy  everybody want to being lazy eue,-1,get disappear half way unhappy everybody want lazy due
397,+I have no choice but to cancel it. unhappy ,-1,I choice cancel unhappy
398,Oh sadly i wont watch her right now  they're forbid me to see her unhappy ,-1,oh sadly I wont watch right forbid see unhappy
399,Koalas are dying of thirst  and it's all because of us unhappy  ,-1,ala die thirst us unhappy
400,R.I.P cellphone unhappy ,-1,r I p telephone unhappy
401,and  on the pic? unhappy ,-1,pick unhappy
402,yeah unhappy ,-1,yeah unhappy
403,don't miss you anymore unhappy ,-1,miss anymore unhappy
404,okay what TF is this colorful starbucks thing all over social media unhappy ,-1,okay colourful starbucks thing social medium unhappy
405,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
406,Well that's not good unhappy ,-1,well good unhappy
407,Oh boo,-1,oh
408, mine isn't in my inbox unhappy ,-1,mine unhappy
409,Didn't keep it unhappy ,-1,keep unhappy
410,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  ,-1,I absorb I go get laugh get 200 vote unhappy
411,Hi Ishwar! That's not the experience we want you to have unhappy  We will call you  for more details and sort it out! - Roshan,-1,hi ishwar experience want unhappy call detail sort
412,We All Know unhappy  ,-1,know unhappy
413,I'll be as strong as I can but it's hard unhappy  xxx,-1,I strong I hard unhappy xx
414,I lost two streaks and it's from my two favorite people silence  unhappy  good night,-1,I lose two streak two favorite people silence unhappy good night
415,I can relate to this so so much unhappy  ,-1,I relate much unhappy
416,Joy we should get him back  ,-1,joy get back
417,I can't do it all on my own. (See what I did there? ) ,-1,I see I
418,and they'll brush it off lng telling others not applicable not applicableg-iinot applicablerte lng sila and that other had it worse than them. unhappy ,-1,brush long tell others applicable applicable applicablerte long sila bad unhappy
419,usually a speedboat behind any we get here on the river unhappy  ,-1,usually speedboat behind get river unhappy
420,Omg I see why you don't drink alcohol Haha so glad your having fun all you guys ! Wish I ,-1,org I see drink alcohol hata glad fun gun wish I
421,This happens ALL the time!  unhappy  ,-1,happens time unhappy
422,0 motivation to study unhappy  ,-1,0 motivation study unhappy
423,happy birthday sweet sweet girl! i hope you have the best day ever! love and miss you so much unhappy   ,-1,happy birthday sweet sweet girl I hope best day ever love miss much unhappy
424,NMD R2's so ugly unhappy  ,-1,nod ugly unhappy
425,my honey unhappy  ,-1,honey unhappy
426,philippines? unhappy  ,-1,philippine unhappy
427,I want to but I wouldn't be able to get time off for it and don't know people in my year to go with unhappy  ,-1,I want I would able get time know people year go unhappy
428,unhappy  friendzone. damn sad,-1,unhappy friendzone damn sad
429,I cried so much,-1,I cry much
430, I was a mess. I went to bed feeling numb it was awful unhappy ,-1,I mess I go bed feeling numb awful unhappy
431, [PLEASE RT] he'll buy me a blinking taehyung headband,-1,please buy blink taehyung headband
432, if i get 900 retweets and 900 likes. help me :(un,-1,I get 900 retreat 900 like help un
433,the email I was hoping I'd get today,-1,email I hop I would get today
434, didn't arrive unhappy  here's hoping tomorrow it does,-1,arrive unhappy hoping tomorrow
435,Haha mate its all good I love a debte I just wished the center ,-1,hata mate good I love debt I wish center
436,wowwow these are all so cute unhappy  i wantt ,-1,wowwow cut unhappy I want
437,That sucks unhappy ,-1,suck unhappy
438,instant message getting sad unhappy ,-1,instant message get sad unhappy
439,wow unhappy  people are so mean  ,-1,unhappy people mean
440,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca,-1,damn people sincerely want attend birthday party bus people try fun make ca
441,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,-1,talk driver I go say would love go new york since tramp probably
442,I love them with all my hort unhappy  ,-1,I love short unhappy
443,Golly gosh. This is simply dreadful What havoc must be wreaking subsurface? Black salve won't ,-1,folly gash simply dreadful havoc must break subsurface black salve
444,Autograph book at the ready,-1,autograph book ready
445, no sign of Garry Barlow yet sad ,-1,sign carry barlow yet sad
446,Thank you roshhh  i miss you and everyone too.  love youuu more ,-1,thank rise I miss everyone love
447,please meeeee you have followed me for almost to  years now unhappy ,-1,please follow almost year unhappy
448,what happened unhappy ,-1,happen unhappy
449,True! Khilado kuch unhappy ,-1,true khilado unhappy
450,realized i havent eaten rice maghapon because i finished 3 packs of spicy seafood noodles + to  extra big chilimansi :(acid attack right now,-1,realize I eat rice maghapon I finish 3 pack spice seafood nodule extra big chilimansi acid attack right
451,Post-show blues are hitting hard. unhappy ,-1,post show blue hit hard unhappy
452,all ready for its poster - when my computer gets,-1,ready poster computer get
453,good morning unhappy ,-1,good morning unhappy
454,Wht sort of thing (can't use word person for it)can cause such suffering to ths sad ,-1,sort thing use word person cause suffer sad
455,i want to kiss his nose and tell him i love him sad ,-1,I want kiss nose tell I love sad
456,i stayed 3 hours on the phone with aD my bubbyyyyyyy i miss her unhappy ,-1,I stay 3 hour phone ad bubble I miss unhappy
457,No girl unhappy  that's why. Wa ropiwa 1. Sandton is unnecessarily expensive2. Try salons in Braam.,-1,girl unhappy wa rupia 1 santo unnecessarily expensive try salon break
458,I was actually looking forward to seeing if your theory around his personal vote was correct unhappy ,-1,I actually look forward see theory around personal vote correct unhappy
459,Who to bring to MB man unhappy ,-1,bring mb man unhappy
460,I am sad to report that the robins egg my mom found in the yard after a storm has been taken off life support. Poor thing is too frozen unhappy ,-1,I sad report robin egg mon find yard storm take life support poor thing frozen unhappy
